ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
24,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,9,2000,2017,"[2000, 2003, 2005, 2006, 2009, 2010, 2013, 2016, 2017]",3.3,,,4.3,,4.3,3.6,,,5,3.4,,,4.4,,,4.4,4.4,,,,4.4,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
25,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,9,2000,2017,"[2000, 2003, 2005, 2006, 2009, 2010, 2013, 2016, 2017]",3.3,,,4.9,,7,6.4,,,7.4,4.4,,,7.4,,,7.3,6.7,,,,6.7,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
26,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,9,2000,2017,"[2000, 2003, 2005, 2006, 2009, 2010, 2013, 2016, 2017]",3.3,,,4.9,,7,6.4,,,7.4,4.4,,,7.4,,,7.3,6.7,,,,6.7,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
27,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,9,2000,2017,"[2000, 2003, 2005, 2006, 2009, 2010, 2013, 2016, 2017]",3.2,,,4.2,,3.4,2.7,,,4.2,3,,,3.2,,,3.1,3.3,,,,3.3,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
28,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,9,2000,2017,"[2000, 2003, 2005, 2006, 2009, 2010, 2013, 2016, 2017]",3.2,,,4.2,,3.4,2.7,,,4.2,3,,,3.2,,,3.1,3.3,,,,3.3,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
29,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",10.7,,,6.6,,9.3,7.6,,,,6.4,,,9.9,,,11.4,12.8,,,,12.8,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
30,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",10.7,,,6.6,,9.3,7.6,,,,6.4,,,9.9,,,11.4,12.8,,,,12.8,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
31,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",10.3,,,5.8,,13.6,12.6,,,,7,,,9.6,,,14.1,16.8,,,,16.8,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
32,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",10.3,,,5.8,,13.6,12.6,,,,7,,,9.6,,,14.1,16.8,,,,16.8,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
33,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",11.1,,,7,,8,6.1,,,,6,,,10.1,,,10.1,10.8,,,,10.8,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
34,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",11.1,,,7,,8,6.1,,,,6,,,10.1,,,10.1,10.8,,,,10.8,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
35,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE25,25 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE25___T,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",0.9,,,3.5,,2.8,2.4,,,,2.5,,,2.9,,,2.8,2.6,,,,2.6,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
36,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE25,25 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE25___T,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",0.9,,,3.5,,2.8,2.4,,,,2.5,,,2.9,,,2.8,2.6,,,,2.6,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
37,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",0.7,,,4.3,,5.3,4.8,,,,3.3,,,6.4,,,5.7,4.4,,,,4.4,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
38,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",0.7,,,4.3,,5.3,4.8,,,,3.3,,,6.4,,,5.7,4.4,,,,4.4,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
39,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",1,,,3.3,,2,1.7,,,,2.2,,,1.6,,,1.6,1.8,,,,1.8,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
40,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",50,Bangladesh,5,127,Southern Asia (excluding India),Country,89.17660788,22.86961622,BGD,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,8,2000,2017,"[2000, 2003, 2005, 2006, 2010, 2013, 2016, 2017]",1,,,3.3,,2,1.7,,,,2.2,,,1.6,,,1.6,1.8,,,,1.8,"[2000,2003,2005]: Data reference period: Noncalendar year // [2006,2010,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016]: Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
41,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",52,Barbados,4,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,13,2000,2019,"[2000, 2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",9.4,9.9,10.3,11,,,,,,10,10.7,,,11.6,12.2,9.8,8.3,8.6,8.3,8.4,,8.4,[2015]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
42,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",52,Barbados,4,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,13,2000,2019,"[2000, 2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",11.5,11.8,12.1,12.6,,,,,,9.9,10.5,,,11.4,12.8,9,8.7,8.8,8.5,7.3,,7.3,[2015]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
43,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",52,Barbados,4,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,13,2000,2019,"[2000, 2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",7.5,8,8.5,9.5,,,,,,10.2,10.9,,,11.7,11.8,10.6,7.9,8.5,8.1,9.5,,9.5,[2015]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
44,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",52,Barbados,4,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,12,2001,2019,"[2001, 2002, 2003, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,23,22.9,26.2,,,,,,24.4,26.1,,,29.6,33.8,29.3,26.7,26.5,24.6,26,,26,[2015]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2016-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
